White Queen
2 3 4 3 4 3 3 2
2 3 4 4 4 4 3 2
3 4 4 4 4 4 3 2 
3 3 4 4 4 4 3 3
2 3 3 4 4 3 3 2
2 2 2 3 3 2 2 2 
2 2 2 2 2 2 2 2
0 0 0 0 0 0 0 0

White Pawn 
7 7 13 23 26 13 7 7
